query_id,bought,net_weight_oz_z,nutrition_score_z,price_relpos_z,dim_length_z,dim_width_z,dim_height_z,title_desc_tokens,title_desc_len,category_Baby,category_Bakery,category_Beverages,category_Dairy,category_Frozen,category_Household,category_Meat,category_Pantry,category_Personal Care,category_Produce,category_Seafood,category_Snacks,storage_type_Ambient,storage_type_Frozen,storage_type_Refrigerated,brand_Blue Cart,brand_Cedar House,brand_Corner Market,brand_Daily Table,brand_FreshField,brand_Golden Acre,brand_Green Fork,brand_Harvest Lane,brand_Market Pantry Co.,brand_North Star Foods,brand_Oak & Grain,brand_Purely Good,brand_Riverbend,brand_Sunny Basket,brand_Valley Select,allergens_Fish,allergens_Milk,allergens_None,allergens_Peanuts,allergens_Shellfish,allergens_Soy,allergens_Tree nuts,allergens_Wheat,country_of_origin_Canada,country_of_origin_Chile,country_of_origin_Italy,country_of_origin_Mexico,country_of_origin_New Zealand,country_of_origin_Peru,country_of_origin_Spain,country_of_origin_Thailand,country_of_origin_United States,country_of_origin_Vietnam,ingredient_Baby-safe ingredients,ingredient_Cream,ingredient_Cultures,ingredient_Filtered water,ingredient_Grains,ingredient_Household materials,ingredient_Meat,ingredient_Milk,ingredient_Natural flavors,ingredient_Oil,ingredient_Personal care formula,ingredient_Prepared ingredients,ingredient_Salt,ingredient_Seafood,ingredient_Seasoning,ingredient_Spices,ingredient_Sugar,ingredient_Water,ingredient_Wheat flour,ingredient_Whole produce,ingredient_Yeast
q_000008,0,-0.46816759956222476,0.49072182578481904,0.7177143267477114,-0.5645377642348991,0.08806972524271832,-1.0096250952457062,93 71 44 227 214 353 229 66 23 72 163 44 227 214 353 229 4 6 66 23 8 2 5 9 10 11 12 75 7 13 2 15 14 6 115 50 116 29 117 0 0 0 0 0 0,39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
q_000008,0,-0.4698716477350555,-0.4206248968433662,0.8241923123743031,-0.7792622978945125,-0.622296356124544,0.24170159616997916,100 101 37 85 214 353 229 66 23 65 38 37 85 214 353 229 4 6 66 23 8 2 5 9 10 11 12 75 7 13 2 15 14 65 38 25 154 40 0 0 0 0 0 0 0,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
q_000008,0,-0.24800457563248374,0.4527490456753113,-0.16250368776544602,-0.38048816395523055,-0.06978940395000678,-0.9728213690275979,86 87 44 227 318 319 180 3 33 20 44 227 318 319 4 6 180 3 8 2 5 9 10 11 12 75 7 13 2 15 14 143 2 64 5 144 0 0 0 0 0 0 0 0 0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
q_000008,0,-0.32945807829379664,-0.4585976769528739,-0.8936525224013749,-0.8712870980343468,-0.22764853314273165,-0.6415878330646224,86 87 195 354 180 3 146 20 195 354 4 6 180 3 8 2 5 9 10 11 12 75 7 13 2 15 14 58 32 24 147 59 60 4 61 62 0 0 0 0 0 0 0 0 0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
q_000009,0,-0.13519658659108383,-0.8383254780479511,0.7066084793395918,0.018285969984051412,0.7458160968790721,1.8978692759848563,107 108 37 48 288 289 47 3 146 20 37 48 288 289 4 6 47 3 8 2 5 9 10 11 12 21 7 13 2 21 14 140 2 31 141 142 0 0 0 0 0 0 0 0 0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
q_000009,0,-0.4466965925845565,-1.0281893785954896,1.560534000231497,-0.9326369647942364,0.37747812876271425,-0.8256064641551644,86 87 37 48 202 336 203 28 3 72 163 37 48 202 336 203 4 6 28 3 8 2 5 9 10 11 12 21 7 13 2 21 14 72 176 25 33 41 0 0 0 0 0 0 0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
q_000009,0,-0.6443661806329308,0.2628851451277727,1.4754348933384895,-0.7485873645145678,-0.4381273720663649,-0.49437292819218864,86 87 21 199 309 157 3 172 173 21 199 309 4 6 157 3 8 2 5 9 10 11 12 21 7 13 2 21 14 177 178 25 179 40 0 0 0 0 0 0 0 0 0 0 0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
q_000009,0,-0.15291868758852425,-0.4965704570623816,0.5011968420116422,-0.6872374977546782,-0.1750288234118233,1.0513835729683638,86 87 184 51 267 47 3 172 173 184 51 267 4 6 47 3 8 2 5 9 10 11 12 21 7 13 2 21 14 137 138 139 17 0 0 0 0 0 0 0 0 0 0 0 0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
q_000009,0,-0.39727919557246294,0.1869395849087573,-0.9660291389022845,-0.4111630973351752,0.45640769335907644,-0.38396174953786355,107 108 21 199 309 28 3 33 20 21 199 309 4 6 28 3 8 2 5 9 10 11 12 21 7 13 2 21 14 143 2 64 5 144 0 0 0 0 0 0 0 0 0 0 0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
q_000011,0,0.8350884430187812,-1.939536101223675,1.9933070265514774,0.5090849040631679,-0.938014614509994,0.8305612156597133,90 91 92 299 383 384 204 19 3 31 17 299 383 384 4 6 204 19 3 8 2 5 9 10 11 12 106 7 13 2 15 14 31 39 17 123 124 0 0 0 0 0 0 0 0,37,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q_000011,0,0.35556928718419034,-1.939536101223675,-0.5649244836021519,2.5949803738994124,-0.7538456304518149,-1.4512698098630068,104 105 241 388 389 66 23 64 20 241 388 389 4 6 66 23 8 2 5 9 10 11 12 106 7 13 2 15 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q_000012,0,1.5395419576670393,-1.939536101223675,0.8876667044651775,0.7851593044826707,1.2193934844572472,0.5361314059148462,90 91 92 241 383 384 16 23 55 56 241 383 384 4 6 16 23 8 2 5 9 10 11 12 106 7 13 2 15 14 17 130 131 20 132 133 31 0 0 0 0 0 0 0 0,37,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q_000012,0,1.5034161364030258,-1.939536101223675,2.0439641042074315,2.533630507139523,-0.59598650125909,0.38891650104241254,97 98 241 380 251 16 23 241 380 251 4 6 16 23 8 2 5 9 10 11 12 106 7 13 2 15 14 143 2 64 5 144 0 0 0 0 0 0 0 0 0 0 0 0 0,32,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q_000012,0,1.5439724829163992,-1.939536101223675,1.7566417200290532,0.754484371102726,0.6142668225518013,-1.2304474525543565,93 71 223 196 380 251 16 23 149 150 223 196 380 251 4 6 16 23 8 2 5 9 10 11 12 106 7 13 2 15 14 143 2 64 5 144 0 0 0 0 0 0 0 0 0,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q_000013,0,0.20356819016768177,0.4147762655658036,0.6407815839796692,-0.13508869691567243,2.350717243671776,0.38891650104241254,81 37 48 134 185 27 19 3 45 17 37 48 134 185 4 6 27 19 3 8 2 5 9 10 11 12 70 7 13 2 22 14 65 38 25 154 40 0 0 0 0 0 0 0 0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
q_000013,1,-0.1655286440674723,0.6046401661133423,0.09056102620342697,0.1409857035038306,-0.4381273720663649,0.315309048606196,96 190 243 7 243 47 3 165 166 190 243 7 243 4 6 47 3 8 2 5 9 10 11 12 70 7 13 2 22 14 58 32 24 148 59 60 4 61 62 0 0 0 0 0 0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
q_000013,0,-0.11133991217145246,0.7565312865513731,-1.0377393580972225,-0.5338628308549545,0.3248584190318056,-0.3103542971016467,88 89 37 48 202 191 292 47 3 145 67 37 48 202 191 292 4 6 47 3 8 2 5 9 10 11 12 70 7 13 2 22 14 72 176 25 33 41 0 0 0 0 0 0 0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
q_000013,0,-0.1433760178206718,0.3768034854562959,-1.4277691205715213,-0.6872374977546782,1.6666610171699678,1.861065549766748,97 98 190 300 203 47 3 146 20 190 300 203 4 6 47 3 8 2 5 9 10 11 12 70 7 13 2 22 14 140 2 31 141 142 0 0 0 0 0 0 0 0 0 0 0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
q_000013,0,-0.420454250722962,0.6426129462228499,-1.5635830557188215,-0.6565625643747335,-0.3855076623354565,-0.8624101903732726,69 82 68 134 185 28 3 72 163 68 134 185 4 6 28 3 8 2 5 9 10 11 12 70 7 13 2 22 14 72 176 25 33 41 0 0 0 0 0 0 0 0 0 0 0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
q_000013,1,0.15108350644449273,0.11099402468974187,-0.3238455964255154,0.29436037040355445,1.4824920331117888,0.6465425845691714,51 102 200 201 214 189 27 19 3 39 67 200 201 214 189 4 6 27 19 3 8 2 5 9 10 11 12 70 7 13 2 22 14 36 57 25 41 2 158 159 0 0 0 0 0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
q_000013,0,3.57417547602703,0.9463951870989117,0.7139121644436006,0.7238094377227814,0.3248584190318056,2.817962431437566,51 102 45 205 202 191 292 26 162 127 20 45 205 202 191 292 4 6 26 162 8 2 5 9 10 11 12 70 7 13 2 22 14 55 56 29 24 5 63 0 0 0 0 0 0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
q_000013,0,-0.4402212095277994,0.8704496268798962,-0.6825336815581294,-1.0553366983140153,-0.12240911368091492,-0.899213916591381,97 98 190 281 191 28 3 31 17 190 281 191 4 6 28 3 8 2 5 9 10 11 12 70 7 13 2 22 14 17 130 131 20 132 133 31 0 0 0 0 0 0 0 0 0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
q_000014,0,-0.42488477597232205,1.2122046478654658,-0.6920832047343297,-0.5338628308549545,0.4300978384936224,-1.1200362739000314,93 71 161 244 245 26 18 161 244 245 4 6 26 18 8 2 5 9 10 11 12 49 7 13 2 15 14 135 53 54 32 33 136 0 0 0 0 0 0 0 0 0 0 0 0,33,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
q_000014,0,-0.5738185862777352,1.3640957683034967,0.7390444498087064,-1.1780364318337944,-0.4381273720663649,-0.5311766544102973,69 82 186 254 255 16 3 65 38 186 254 255 4 6 16 3 8 2 5 9 10 11 12 49 7 13 2 15 14 65 38 25 154 40 0 0 0 0 0 0 0 0 0 0 0,34,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
q_000014,0,0.5818668845361223,1.5159868887415275,-1.2091090914912073,-0.6565625643747335,0.8510555163408888,0.20489786995187056,51 102 186 293 294 46 18 120 121 186 293 294 4 6 46 18 8 2 5 9 10 11 12 49 7 13 2 15 14 151 83 17 152 41 0 0 0 0 0 0 0 0 0 0 0,34,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
q_000014,0,0.5566469715782262,1.2122046478654658,-1.151202192174437,-0.4725129640950648,0.877365371206343,1.0145798467502556,81 193 305 306 46 18 145 67 193 305 306 4 6 46 18 8 2 5 9 10 11 12 49 7 13 2 15 14 72 176 25 33 41 0 0 0 0 0 0 0 0 0 0 0 0,33,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
q_000014,0,-0.4426068769697626,1.7438235693985737,-0.0964693831904071,-1.1780364318337944,0.2196189995699889,0.057682965079437196,96 193 244 245 26 18 193 244 245 4 6 26 18 8 2 5 9 10 11 12 49 7 13 2 15 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
q_000014,0,-0.43340501683647614,1.440041328522512,-0.44391077909102883,-0.5338628308549545,-1.0169441791063565,0.46252395347862935,93 71 44 287 26 18 172 173 44 287 4 6 26 18 8 2 5 9 10 11 12 49 7 13 2 15 14 137 138 139 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0,31,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
q_000015,0,-0.11406638924798183,-0.9522438183764742,-0.12229318739930335,-0.9633118981741812,1.4035624685154262,-0.6415878330646224,79 42 192 51 267 47 3 192 51 267 4 6 47 3 8 2 5 9 10 11 12 21 7 13 2 21 14 128 53 54 32 24 33 129 0 0 0 0 0 0 0 0 0 0 0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
q_000015,1,0.10439258650892842,-0.34467933662435074,0.33276289995727715,-0.6258876309947886,0.4037879836281683,1.0145798467502556,86 87 192 303 304 27 3 26 50 192 303 304 4 6 27 3 8 2 5 9 10 11 12 21 7 13 2 21 14 155 38 25 156 40 0 0 0 0 0 0 0 0 0 0 0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
q_000015,1,-0.44635578294999034,0.5286946058943268,0.3095753286270053,-0.5645377642348991,-0.12240911368091492,0.35211277482430425,90 91 92 192 288 289 28 3 39 67 192 288 289 4 6 28 3 8 2 5 9 10 11 12 21 7 13 2 21 14 155 38 25 156 40 0 0 0 0 0 0 0 0 0 0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
q_000015,0,-0.6344827012305122,-0.8003526979384434,0.29798154296187007,-0.7792622978945125,-1.122183598568173,-0.7519990117189475,86 87 37 48 308 157 3 120 121 37 48 308 4 6 157 3 8 2 5 9 10 11 12 21 7 13 2 21 14 151 83 17 152 41 0 0 0 0 0 0 0 0 0 0 0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
